,class,largest spot,spot distribution,activity,evolution,24 hour flare activity,historically complex,complexity on this sun disk pass,area,area of largest spot,total flares
1281,1,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
1282,2,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0
1283,2,5.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,40.0
1284,5,6.0,3.0,1.0,2.0,1.0,,2.0,1.0,2.0,10.0
1285,2,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,12.0
1286,4,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,16.0
1287,2,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0
1288,3,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,6.0
1289,1,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0
1290,2,2.0,2.0,1.0,3.0,,1.0,2.0,1.0,2.0,6.0
1291,3,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0
1292,6,4.0,1.0,1.0,3.0,1.0,1.0,1.0,,2.0,144.0
1293,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1294,2,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,6.0
1295,3,5.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,15.0
1296,5,4.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,20.0
1297,4,6.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,36.0
1298,6,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,54.0
1299,3,6.0,4.0,1.0,3.0,1.0,,2.0,1.0,2.0,7.0
1300,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1301,1,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0
1302,3,4.0,3.0,1.0,3.0,,1.0,2.0,1.0,2.0,12.0
1303,2,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0
1304,6,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,48.0
1305,2,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,0.0
1306,3,5.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,45.0
1307,4,6.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,48.0
1308,4,6.0,3.0,1.0,3.0,,1.0,2.0,1.0,2.0,24.0
1309,2,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0
1310,3,6.0,4.0,1.0,3.0,1.0,2.0,2.0,,2.0,7.0
1311,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1312,1,1.0,2.0,2.0,2.0,3.0,,2.0,1.0,1.0,3.0
1313,3,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,7.0
1314,6,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,36.0
1315,6,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,36.0
1316,6,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,48.0
1317,6,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,54.0
1318,2,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0
1319,2,5.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0
1320,5,4.0,3.0,1.0,3.0,,2.0,2.0,1.0,2.0,10.0
1321,4,6.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,24.0
1322,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,36.0
1323,3,6.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,7.0
1324,3,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0
1325,6,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,36.0
1326,6,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,24.0
1327,6,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,36.0
1328,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,,2.0
1329,2,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0
1330,5,4.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,60.0
1331,4,6.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,9.0
1332,2,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,9.0
1333,3,6.0,4.0,2.0,,1.0,2.0,2.0,2.0,2.0,27.0
1334,2,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0
1335,2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
1336,1,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0
1337,6,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,36.0
1338,4,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,16.0
1339,1,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1340,6,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,54.0
1341,4,4.0,3.0,2.0,,3.0,2.0,2.0,1.0,2.0,32.0
1342,4,6.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,8.0
1343,6,3.0,1.0,1.0,3.0,1.0,,2.0,1.0,2.0,54.0
1344,3,6.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,81.0
1345,2,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
1346,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1347,4,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,8.0
1348,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1349,6,6.0,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,36.0
1350,5,6.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,90.0
1351,4,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,32.0
1352,6,5.0,1.0,1.0,3.0,1.0,1.0,,1.0,2.0,90.0
1353,3,6.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,18.0
1354,2,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,6.0
1355,4,6.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,24.0
1356,6,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,18.0
1357,5,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,8.0
1358,4,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,11.0
1359,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,36.0
1360,3,6.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,54.0
1361,6,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,9.0
1362,4,3.0,3.0,1.0,3.0,1.0,1.0,,1.0,2.0,12.0
1363,6,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,18.0
1364,5,3.0,,1.0,2.0,,2.0,2.0,,2.0,8.0
1365,4,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,36.0
1366,6,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,36.0
1367,3,6.0,4.0,2.0,,1.0,2.0,2.0,2.0,2.0,18.0
1368,6,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,18.0
1369,2,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0
1370,1,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1371,1,1.0,,1.0,3.0,1.0,,2.0,1.0,,1.0
1372,6,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,108.0
1373,6,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,18.0
1374,4,4.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,24.0
1375,6,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,54.0
1376,3,,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,54.0
1377,6,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,27.0
1378,2,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0
1379,3,4.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,18.0
1380,3,3.0,2.0,1.0,3.0,1.0,,2.0,1.0,,14.0
1381,2,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0
1382,6,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,36.0
1383,3,6.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,81.0
1384,2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0
1385,3,2.0,2.0,1.0,3.0,,1.0,2.0,1.0,2.0,9.0
1386,4,4.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,24.0
1387,2,2.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,3.0
1388,4,6.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,36.0
